account_age,purchase_frequency,avg_order_value,support_tickets,days_since_last_purchase,churn
5.631217079722309,1,69.46978111606481,2,1.4899534295319767,0
36.12145717101025,6,38.55436371830925,0,21.30613175113791,0
15.800948322545391,1,110.02575790276828,1,13.971592151058045,0
10.955310645311439,2,30.850843412858204,0,12.670456453523332,0
2.0354984455481553,2,45.22498886410754,0,0.8259779800455272,0
2.035155502975262,2,49.24671171546236,0,2.271049531342907,0
0.7180652233041681,5,73.89253814355834,1,14.61473354625673,1
24.134770373759274,4,95.36547814816521,1,3.494572342491693,0
11.028985843527174,2,92.42484044026672,1,10.51980978082391,0
14.775000740455084,0,61.06104856065772,1,11.807967946930216,0
0.24959169598966346,3,47.45896522953876,2,5.0008060055136365,1
42.04268970189975,2,21.911418183327598,1,44.470818537908166,0
21.4371545202561,3,28.301847148165844,1,27.721529303590195,0
2.864251502987364,1,132.069426763296,1,19.222179319553323,0
2.4081478649959602,1,21.801178026518283,3,1.2180510444494845,1
2.4313370739870845,5,36.8831452490986,1,1.6829242478113204,0
4.353044753525726,3,96.76672072659647,1,10.182196468170261,0
8.927133970330253,4,60.63405200889249,1,2.6280445975224636,0
6.7864448013640395,2,86.83610882957224,0,57.432791117649266,0
4.130675910647298,1,71.62285132523577,2,2.588899662455934,0
11.356450486797584,1,113.83969432849499,1,10.02587714802915,0
1.802814344728064,0,63.28913321743856,0,6.791206120573724,1
4.146186144028827,0,76.07531714156725,1,15.2992247024677,1
5.475326618650165,3,38.01104342567871,0,2.0723265638115866,0
7.3072162543173,3,73.19788212199454,0,8.440113138233476,0
18.455232132370945,4,44.78785240620099,0,4.817652833527793,0
2.6728303455442832,2,43.52985680592543,0,32.805605029099425,1
8.664349860397532,4,85.4013370780474,2,0.6214844628634008,0
10.770056655717127,1,85.69647458241779,2,36.75366477080696,0
0.5707661970769026,2,127.00431698300798,2,26.845895530444377,1
11.223996247795322,0,122.93202898424335,0,5.298158202208275,0
2.243535023728997,5,86.3714844873891,2,23.35913408195449,0
0.8071671705516509,2,23.098719772352126,0,0.47566625831723486,1
35.68425352208317,2,136.1613380032086,1,51.10772641795477,0
40.44756410953407,3,86.39966818343916,2,11.21705848191795,0
19.82797887375452,2,37.22832718468139,1,5.420597149608112,0
4.359454319625099,6,78.60651450796578,1,6.754973100443371,0
1.2333277800300748,2,32.50412906821892,3,1.0306939835762703,1
13.833009157183941,2,74.38951913355629,0,68.13224637018357,0
6.96109011102478,2,28.27180390285404,2,0.6012706387073372,0
1.5618268074533836,3,36.44815338596869,2,15.959125348706182,0
8.202566737609802,3,77.86406614363287,1,8.770740808929189,0
0.419924657321749,3,93.35816862321681,1,44.61432320298698,1
28.805074648716285,6,64.24593348544074,1,4.235438498303163,0
3.593493322088233,1,47.31917865239688,2,11.392087822661255,0
13.035069582779764,2,18.964462868561462,0,9.8770190194026,0
4.482558979891484,1,49.18011869048016,1,18.20360336885542,0
8.809330750910743,2,71.28903568684761,0,1.0565016426979725,0
9.49468557578157,3,46.60078782162625,1,3.231149181183557,0
2.452663194094869,3,53.98525908833201,0,3.6227601824573274,0
41.91368559283472,2,49.758995734413624,1,20.099795114795434,0
17.90694452565769,1,46.4858000686553,2,3.144873875860398,0
33.66113303149899,4,56.70932702381273,1,12.781854019695055,0
27.025823970410357,1,47.63904551532482,2,3.6357331321496065,0
10.9326529485993,2,112.35289621637294,1,29.66681290835017,0
30.59322455123286,2,18.11591032809017,0,42.75772323801851,0
1.1118655074373875,2,41.557528948423666,1,10.962516868604446,1
2.6176163355752093,0,35.33492629474984,1,6.515120541554131,1
0.5553835882419834,4,60.91962059082715,2,3.9997280458639626,1
4.722385041637041,1,56.74527499763055,0,0.7659419436255569,0
5.905563501530623,0,122.86627278221057,3,4.689872440320814,1
3.7987253185059084,2,144.83150382637942,1,15.929972717133102,0
21.174694382891207,2,37.09411279366534,0,11.441219200886128,0
5.294723994358442,3,54.611803052788744,1,43.24711458310721,0
3.9576340816109905,2,60.22889427206624,0,7.569603454509615,0
9.388884998492951,0,36.638262793155015,1,17.755855245374764,0
1.8227777738475464,2,74.75312504498613,0,10.080262321158042,0
19.445803149296776,2,48.43614418088645,1,10.7793201168603,0
0.9297104257357081,3,32.014296693521025,0,4.674997487359145,1
52.00975607504783,2,47.47559776948209,0,9.103187560142871,0
17.753805314898138,2,33.15397813915481,2,9.545407452406128,0
2.6584732860706315,0,91.68175676544774,2,18.39545027018874,1
0.0664490445112257,3,141.28507072925888,2,42.36201999617988,1
20.27876132983351,3,61.70775963531701,0,5.991975910071939,0
14.725150888644535,4,57.72200003963288,1,0.6467517045061708,0
15.667954905455987,0,58.922167815248415,2,10.286471233369411,0
17.70257431252216,4,98.6045113352544,1,11.794120123266504,0
0.9231511861655561,0,97.548481619677,2,2.7667873045816997,1
5.32671206899479,2,51.53046652307959,0,21.435811369822325,0
1.477801255253396,1,61.94797771332005,1,62.92485160417728,1
23.862354859898673,2,75.66556759930909,0,43.719120051658834,0
11.715614300548488,2,30.912365187082276,0,3.2929894062714493,0
4.821825615015612,0,100.11345758669172,1,31.23527536899832,1
0.7880167896573946,2,129.98459528332882,0,18.285973610730302,1
4.469860204924244,4,97.76005445198751,0,9.07282986070383,0
4.719770558209576,1,29.288737140637053,0,11.667868814024919,0
15.694509407492891,2,20.389086297761324,0,28.416870463714037,0
12.17867230711224,3,77.81695490092208,1,9.812790005804976,0
26.187022948818175,0,37.33403120782291,0,7.007092879173951,0
7.668793600515718,2,63.027218770367334,0,10.195988197513719,0
1.5284687233860228,1,117.63355895318428,2,12.981462239471014,0
14.989516131799192,0,39.31170893589328,1,3.1437447015388296,0
17.164713036922368,1,45.20567679652418,0,34.67555768101557,0
9.886649938629946,3,62.70000242368632,0,16.82147287163343,0
17.686679600656376,1,28.538246783436332,0,15.046896664575604,0
8.169776778123335,2,37.37761149317898,2,1.5720138535576207,0
8.876146065327205,1,55.280971411703646,1,13.901706030456227,0
6.693770326901128,5,46.98237660732105,1,1.9338844416165966,0
0.30897328788136474,1,74.01027070614957,0,1.229505592118696,1
1.37000922230239,4,217.6721011335688,1,11.239760868790308,0
0.3832041755166459,2,57.37273380847031,1,7.732184859712059,1
12.140754611130593,0,35.84284720234147,2,13.330508118209142,0
4.528760505541198,1,110.95449667273986,1,1.4018442629129633,0
8.52524612561028,3,24.670069860570973,1,8.457676181606868,0
28.575186358151704,2,27.26342102344163,2,2.881700982628026,0
3.44086587579958,3,40.546452034877284,3,65.25801942631387,1
6.339383698592071,3,47.39689118520909,2,12.35397141024797,0
16.904989770463,1,40.06341732398852,1,17.444231778371943,0
3.1176618830087284,0,53.74463444728743,2,5.904936829093688,1
0.9612513426021163,1,62.63792663093553,1,1.4929782739723179,1
4.105683646644685,4,93.17503002772142,0,55.86502733433151,1
2.1097003020007543,2,57.1451279805041,0,5.058527656841592,0
31.859401030567497,4,41.22425827438497,1,8.269719928064276,0
19.810644965814834,3,90.67871848124415,0,15.741501073866328,0
12.041930286246373,2,36.27548838684154,1,0.3751108838483507,0
24.61823676624976,3,24.13585820864712,0,24.93143973798475,0
19.535627288886676,2,99.78102240294174,1,11.536764044740067,0
2.477945716303669,2,96.63361116867313,3,4.89046497686045,1
26.769760862826733,2,36.739438768123605,3,0.9538123673292078,0
9.301198823594063,3,44.72133018231579,2,2.659981849708337,0
19.768179495642794,1,34.51990890597596,1,33.811761691478196,0
27.170911791434776,2,64.28408627534068,1,17.376591635136876,0
4.5927685970198215,3,129.8038734733385,1,4.313265648285084,0
1.39910592148621,2,77.59018205674583,1,1.0177722833530742,0
3.1042409536725764,0,91.63949265544252,1,17.597547489775476,1
6.684692312983373,1,82.25828926012508,2,12.743777523108198,0
20.44595671966734,2,54.59489748457651,0,7.775800160819692,0
23.656139662557997,2,93.84741502398725,0,6.7791895985503725,0
0.08371691017980776,1,79.24269893073017,2,3.6657812343734983,1
8.578513912062668,0,112.13717039374004,0,16.612279610087544,0
6.483279851024056,5,43.38984941998983,3,52.93615734468625,1
3.014008059309894,2,22.8955869006596,0,2.8985884999403964,0
1.5321646985477617,1,92.07702982545437,0,13.636622079073673,0
4.9429029583491895,2,65.03234492145745,0,8.279534208654454,0
34.3574534722938,0,47.08605805314792,0,8.877518185030912,0
4.684605634577693,2,48.42051530466769,0,4.398406870715004,0
8.777433669121823,1,195.8488450444663,0,26.156104804196026,0
14.569043722570258,3,39.60291290383691,1,9.961272303867275,0
5.423693987603548,4,35.63571433329153,2,11.759405428085326,0
42.813577659500396,2,56.97668315837202,0,5.452492233176746,0
39.38411837449678,0,98.51860750196879,1,3.009882303550674,0
3.4807355399064637,2,170.57941975156427,1,1.3474000318825359,0
8.251911341566167,2,75.84429446663306,1,18.782701974224867,0
4.2951655209485615,3,28.92758470684244,0,3.2767117110169637,0
4.022996116572981,5,146.26676841358866,1,17.57139133619366,0
0.45101373318627036,2,54.06925097712986,5,7.423704554725857,1
11.285904851791118,3,35.914649777509915,2,8.062031336106298,0
8.382235593955661,3,31.82664307190616,0,9.499913718221059,0
0.6342130485647097,2,82.94389037945501,3,6.876071547719396,1
3.9195110521244323,5,61.52322175730833,0,1.5907442492102624,0
28.666331413072086,2,64.87988831993113,0,5.55795322526694,0
3.2863266257049246,5,103.88157615633574,2,16.347807573004406,0
1.878370331825637,0,36.55882855078949,0,16.43953484504535,1
8.067265313683635,1,108.10222574696202,1,5.057797826972016,0
50.92844379138312,1,42.11573141064201,2,9.24564309999532,0
3.3257377627167144,2,161.0965197577629,1,3.224789253275158,0
13.38186012356752,1,73.65334121451275,1,3.5429015062444815,0
17.206651514873556,1,34.46280874271483,1,0.3497523755550383,0
3.2559980680296694,0,19.831884252989234,2,34.058529491432445,1
15.632987141907794,3,81.81514401568792,0,3.549258698840864,0
5.502273591171648,3,45.28201174950871,0,3.872506872169053,0
12.006044972781256,0,50.512314232262526,0,4.9192598154359475,0
12.046053925651659,1,80.08575552279453,1,2.044309027531089,0
9.208622999428187,2,90.48706507342554,3,15.294086912704545,0
1.1355499057394516,5,100.67073787286301,1,1.1717414608294778,1
21.643737530955562,1,30.343409554651792,2,2.161562195818809,0
4.641723524008759,3,111.37995507497207,1,15.524286704863925,0
2.4771852792906786,0,40.873312007656516,1,6.225020470969292,1
0.49955711753214244,2,17.670119207422058,1,18.462342254903913,1
10.725340855135002,1,30.288855106006633,0,12.227171406781741,0
13.582220811208186,1,60.886565197346954,3,4.436140544550087,0
0.20072337070164742,2,33.46810437099352,2,15.782857495696536,1
8.61156701459386,2,52.24675404695793,1,1.8541178605473345,0
3.0818897646594916,1,64.65893127390802,2,11.531333466036669,0
12.433492098572303,1,49.86439886067993,0,8.621081242095126,0
2.299250670469605,1,42.641281403020955,0,4.677031182943026,0
14.09055033081263,1,29.21411457979001,0,13.895305325423845,0
5.867504411773221,3,55.20049408773005,2,30.757983167922283,0
33.12412581365169,2,19.443664924910063,0,102.25090146488351,0
1.7753329612713473,5,38.744971480760434,2,14.038326606950097,0
5.0055892079420605,1,34.33303277749342,0,7.78049500077345,0
1.445331420443957,3,48.43930516034149,1,3.82739267138196,0
31.034284765808685,2,49.07428155623186,0,4.457828532991661,0
25.180004485931928,3,88.23276128777601,2,9.793183460355921,0
3.579928440737867,3,120.51071120216712,2,6.8658548955368035,0
12.945152868526975,3,31.22161301654355,0,36.76880387150371,0
20.393808871670657,0,147.88224462346142,0,6.8900025939990766,0
9.721588328238097,3,36.979074560465634,0,7.012770999750628,0
9.051352922327354,2,59.51708364720274,3,7.256294087759439,0
3.3225245452548378,1,70.48722548279709,0,27.175166859999173,0
1.1727136856992888,2,185.35842373624172,0,15.781155151805537,1
27.301478702334272,3,41.631572391121914,2,14.285331619195155,0
27.68129313178112,0,22.234185536823915,3,6.100205697413825,0
12.032039033794618,2,115.02962859042097,2,25.548333443064884,0
4.968558117735887,0,35.99259491896702,1,0.5867870118380237,0
5.154811389739727,0,45.56799972306927,1,30.69557702917818,1
15.533585156725417,2,31.222068641718558,1,10.784666024071644,0
27.289168189287025,1,45.6337746029208,1,7.618703889295146,0
26.17359083275936,0,35.86651863941782,0,10.31246595350825,0
18.162746303170838,1,76.57119091183978,2,16.512921114638115,0
12.32772832281246,2,56.848839968509125,0,0.19271407025433612,0
1.0547007143530087,3,38.84084579951794,2,30.78345012450344,1
2.115530576200938,4,89.8315265020963,0,8.878895508280719,0
27.45876600213007,2,62.022571505772156,1,6.300304536529486,0
11.189927363587074,2,21.692701656423093,0,2.2317739174496043,0
0.11087526733193291,2,86.47468023497218,2,8.682963930490073,1
1.283962817231392,0,59.88547222663711,0,10.287294529226799,1
13.069948647482892,2,109.43888261471663,1,7.753829896139921,0
0.060893244621564036,3,58.087977409196476,1,17.02883727530027,1
2.103789793250389,1,36.750260891283894,0,8.194111658536924,0
9.54837415366718,6,49.296462965300115,0,48.824377362850086,0
14.127783439857751,1,81.61064161701321,1,13.717292334909962,0
12.665297785622984,3,37.13765706822045,1,24.71316767748876,0
3.047398407696294,1,43.80954019983321,1,1.7371556044846546,0
14.945007466782467,1,48.869608978932696,2,7.594819077765408,0
3.249885108633671,3,30.732299266190406,3,6.161259059021475,1
4.723618907017014,3,37.406268139322435,0,12.641505685490007,0
16.46829061998949,3,59.51778026544676,0,29.61147555922036,0
12.585285771633217,1,99.60764053294673,0,1.2236542990320278,0
22.70347292956081,6,63.980189242490624,0,1.1301469881698092,0
12.861759458037149,0,53.36042521195952,0,28.4886042827911,0
10.080531667047088,1,36.03045716104655,0,3.5900484123771217,0
1.1802847373809258,4,94.40369419997911,1,16.573375897261844,1
5.500995686484241,0,67.81292086186396,0,11.742078822644977,0
3.697921774305974,5,38.345420916278506,0,26.83686769649133,0
3.3564024439490554,2,85.56909937300112,1,2.004495135433479,0
43.34771287395511,1,72.2251649911904,0,2.0851895063699235,0
5.992649964480285,0,36.35147661560366,0,12.206633565418489,0
26.71266253498227,0,51.8995890416524,2,43.887120479246924,0
11.968012628837798,4,42.675015670178695,1,8.042093998691362,0
19.005903032260797,2,203.72457723225793,2,5.938858810904598,0
8.381223892665245,2,71.22703429901499,0,13.997331798001724,0
10.32187083169902,1,59.94221575515706,0,39.985338588725256,0
8.139521200100322,0,69.15369754434566,2,27.20343649309119,0
2.606578743902862,2,108.80761187910669,2,81.00063658739532,1
15.381141636789646,1,52.36874415571631,4,0.3424072714190632,0
3.9549284203951554,3,40.65189088170664,0,1.7962557362462208,0
0.29539777296826336,0,83.27443622757397,1,14.103671413672359,1
12.443625435543286,1,50.02524194797569,2,25.77009011434403,0
2.339202842697872,1,31.97813331964642,1,5.0372179827851085,0
33.85299776727964,4,29.010469559331113,1,4.100990130519454,0
36.93074895345628,3,117.28985630650833,3,23.195242526971583,0
29.562118615606096,2,58.31283849641935,2,0.8705055130769374,0
5.5474487579684,2,40.65884119852744,0,6.915840224055438,0
0.18692778446333258,2,48.561573259143216,0,10.572504708925091,1
31.626281487982677,2,81.75462303000512,3,12.326599618845187,0
6.707259324636736,2,47.148266467795516,1,19.563260697524193,0
40.810104193464674,1,26.450898709747385,1,6.573987034616531,0
39.764825713562466,0,64.25891224074704,0,14.22772907363742,0
23.00864420615303,4,99.90042189180505,1,13.205727021153603,0
4.185312818065923,0,96.61482129325105,1,11.898361871906964,1
5.835503185184323,3,41.278221273136296,1,15.34491945626149,0
22.856719829736956,1,102.98530706802586,0,4.5054150939517985,0
4.573754777168605,2,60.732257796704594,1,1.3267111725646654,0
2.2286233955490573,2,101.55227311180252,2,1.9050910261515497,0
